Taxid	Name	Taxid2	Length	tax_id	parent_id	rank	tax_name	root	below_root	superkingdom	below_superkingdom	below_below_superkingdom	below_below_below_superkingdom	below_below_below_below_superkingdom	below_below_below_below_below_superkingdom	below_below_below_below_below_below_superkingdom	kingdom	subkingdom	superphylum	phylum	below_phylum	below_below_phylum	subphylum	below_subphylum	below_below_subphylum	class	below_class	below_below_class	subclass	order	below_order	below_below_order	suborder	family	below_family	below_below_family	below_below_below_family	subfamily	below_subfamily	tribe	genus	below_genus	below_below_genus	subgenus	species_group	species_subgroup	below_species_subgroup	species	below_species	below_below_species	below_below_below_species	subspecies	below_subspecies	below_below_subspecies	below_below_below_subspecies	varietas	below_varietas
1121448	"Desulfovibrio_gigas_DSM_1382_=_ATCC_19364"	1121448	3796022	1121448	879	below_species	Desulfovibrio_gigas_DSM_1382_=_ATCC_19364	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	28221	NA	NA	NA	213115	NA	NA	NA	194924	NA	NA	NA	NA	NA	NA	872	NA	NA	NA	NA	NA	NA	879	1121448	NA	NA	NA	NA	NA	NA	NA	NA
1121451	"Desulfovibrio_hydrothermalis_AM13_=_DSM_14728"	1121451	3708362	1121451	191026	below_species	Desulfovibrio_hydrothermalis_AM13_=_DSM_14728	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	28221	NA	NA	NA	213115	NA	NA	NA	194924	NA	NA	NA	NA	NA	NA	872	NA	NA	NA	NA	NA	NA	191026	1121451	NA	NA	NA	NA	NA	NA	NA	NA
1123519	"Pseudomonas_stutzeri_DSM_10701"	1123519	4174118	1123519	316	below_species	Pseudomonas_stutzeri_DSM_10701	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	72274	NA	NA	NA	135621	NA	NA	NA	NA	NA	NA	286	NA	NA	NA	136846	578833	NA	316	1123519	NA	NA	NA	NA	NA	NA	NA	NA
1123523	"Staphylococcus_aureus_subsp._aureus_11819-97"	1123523	2868863	1123523	46170	below_subspecies	Staphylococcus_aureus_subsp._aureus_11819-97	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	90964	NA	NA	NA	NA	NA	NA	1279	NA	NA	NA	NA	NA	NA	1280	NA	NA	NA	46170	1123523	NA	NA	NA	NA
1123863	"Pantoea_ananatis_LMG_5342"	1123863	4908144	1123863	553	below_species	Pantoea_ananatis_LMG_5342	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	53335	NA	NA	NA	NA	NA	NA	553	1123863	NA	NA	NA	NA	NA	NA	NA	NA
1124577	"Tomato_mild_yellow_leaf_curl_Aragua_virus"	1124577	5168	1124577	10814	species	Tomato_mild_yellow_leaf_curl_Aragua_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	NA	NA	NA	NA	NA	NA	1124577	NA	NA	NA	NA	NA	NA	NA	NA	NA
1124936	"Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._41578"	1124936	4951478	1124936	611	below_below_subspecies	Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._41578	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	590	NA	NA	NA	NA	NA	NA	28901	NA	NA	NA	59201	611	1124936	NA	NA	NA
1124983	"Pseudomonas_protegens_CHA0"	1124983	6867980	1124983	380021	below_species	Pseudomonas_protegens_CHA0	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	72274	NA	NA	NA	135621	NA	NA	NA	NA	NA	NA	286	NA	NA	NA	136843	NA	NA	380021	1124983	NA	NA	NA	NA	NA	NA	NA	NA
1124991	"Morganella_morganii_subsp._morganii_KT"	1124991	3799539	1124991	180434	below_subspecies	Morganella_morganii_subsp._morganii_KT	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	581	NA	NA	NA	NA	NA	NA	582	NA	NA	NA	180434	1124991	NA	NA	NA	NA
1125630	"Klebsiella_pneumoniae_subsp._pneumoniae_HS11286"	1125630	5682322	1125630	72407	below_subspecies	Klebsiella_pneumoniae_subsp._pneumoniae_HS11286	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	570	NA	NA	NA	NA	NA	NA	573	NA	NA	NA	72407	1125630	NA	NA	NA	NA
1126011	"Listeria_monocytogenes_07PF0776"	1126011	2901562	1126011	1639	below_species	Listeria_monocytogenes_07PF0776	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186820	NA	NA	NA	NA	NA	NA	1637	NA	NA	NA	NA	NA	NA	1639	1126011	NA	NA	NA	NA	NA	NA	NA	NA
1126211	"Bacillus_amyloliquefaciens_Y2"	1126211	4238624	1126211	1390	below_species	Bacillus_amyloliquefaciens_Y2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186817	NA	NA	NA	NA	NA	NA	1386	NA	NA	NA	653685	NA	NA	1390	1126211	NA	NA	NA	NA	NA	NA	NA	NA
1126885	"Thermoanaerobacterium_phage_THSA-485A"	1126885	41938	1126885	196894	species	Thermoanaerobacterium_phage_THSA-485A	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1126885	NA	NA	NA	NA	NA	NA	NA	NA	NA
1127122	"Helicobacter_pylori_XZ274"	1127122	1656544	1127122	210	below_species	Helicobacter_pylori_XZ274	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	210	1127122	NA	NA	NA	NA	NA	NA	NA	NA
1127134	"Nocardia_cyriacigeorgica_GUH-2"	1127134	6194645	1127134	135487	below_species	Nocardia_cyriacigeorgica_GUH-2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	85025	NA	NA	NA	NA	NA	NA	1817	NA	NA	NA	NA	NA	NA	135487	1127134	NA	NA	NA	NA	NA	NA	NA	NA
1127744	"Bacillus_sp._JS"	1127744	4120406	1127744	1386	species	Bacillus_sp._JS	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186817	NA	NA	NA	NA	NA	NA	1386	NA	NA	NA	NA	NA	NA	1127744	NA	NA	NA	NA	NA	NA	NA	NA	NA
1128398	"Clostridium_acidurici_9a"	1128398	3108248	1128398	1556	below_species	[Clostridium]_acidurici_9a	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	186801	NA	NA	NA	186802	186813	NA	NA	NA	NA	NA	NA	NA	NA	NA	1505664	NA	NA	NA	NA	NA	NA	1556	1128398	NA	NA	NA	NA	NA	NA	NA	NA
1129369	"Mycoplasma_hyorhinis_GDL-1"	1129369	837480	1129369	2100	below_species	Mycoplasma_hyorhinis_GDL-1	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	2100	1129369	NA	NA	NA	NA	NA	NA	NA	NA
1129794	"Glaciecola_psychrophila_170"	1129794	5413691	1129794	326544	below_species	Paraglaciecola_psychrophila_170	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135622	NA	NA	NA	72275	NA	NA	NA	NA	NA	NA	1621534	NA	NA	NA	NA	NA	NA	326544	1129794	NA	NA	NA	NA	NA	NA	NA	NA
1130804	"Streptococcus_pneumoniae_ST556"	1130804	2145902	1130804	1313	below_species	Streptococcus_pneumoniae_ST556	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1313	1130804	NA	NA	NA	NA	NA	NA	NA	NA
1131462	"Dehalobacter_sp._CF"	1131462	3092048	1131462	56112	species	Dehalobacter_sp._CF	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	186801	NA	NA	NA	186802	NA	NA	NA	186807	NA	NA	NA	NA	NA	NA	56112	NA	NA	NA	NA	NA	NA	1131462	NA	NA	NA	NA	NA	NA	NA	NA	NA
1132496	"Pasteurella_multocida_subsp._multocida_str._HN06"	1132496	2407578	1132496	44283	below_subspecies	Pasteurella_multocida_subsp._multocida_str._HN06	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135625	NA	NA	NA	712	NA	NA	NA	NA	NA	NA	745	NA	NA	NA	NA	NA	NA	747	NA	NA	NA	44283	1132496	NA	NA	NA	NA
1132507	"Salmonella_enterica_subsp._enterica_serovar_Typhi_str._P-stx-12"	1132507	4949783	1132507	90370	below_below_subspecies	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._P-stx-12	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	590	NA	NA	NA	NA	NA	NA	28901	NA	NA	NA	59201	90370	1132507	NA	NA	NA
1133568	"Brachyspira_pilosicoli_B2904"	1133568	2765477	1133568	52584	below_species	Brachyspira_pilosicoli_B2904	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	203691	NA	NA	NA	NA	NA	203692	NA	NA	NA	1643686	NA	NA	NA	143786	NA	NA	NA	NA	NA	NA	29521	NA	NA	NA	NA	NA	NA	52584	1133568	NA	NA	NA	NA	NA	NA	NA	NA
1133592	"Candidatus_Uzinura_diaspidicola_str._ASNER"	1133592	263431	1133592	670956	below_species	Candidatus_Uzinura_diaspidicola_str._ASNER	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	68336	976	NA	NA	NA	NA	NA	117743	NA	NA	NA	200644	313602	670955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	670956	1133592	NA	NA	NA	NA	NA	NA	NA	NA
1133849	"Nocardia_brasiliensis_ATCC_700358"	1133849	9436348	1133849	37326	below_species	Nocardia_brasiliensis_ATCC_700358	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	85025	NA	NA	NA	NA	NA	NA	1817	NA	NA	NA	NA	NA	NA	37326	1133849	NA	NA	NA	NA	NA	NA	NA	NA
1133850	"Streptomyces_hygroscopicus_subsp._jinggangensis_5008"	1133850	10383684	1133850	311982	below_subspecies	Streptomyces_hygroscopicus_subsp._jinggangensis_5008	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85011	NA	NA	NA	2062	NA	NA	NA	NA	NA	NA	1883	NA	NA	NA	NA	NA	NA	1912	NA	NA	NA	311982	1133850	NA	NA	NA	NA
1133852	"Escherichia_coli_O104:H4_str._2011C-3493"	1133852	5437407	1133852	1038927	below_below_species	Escherichia_coli_O104:H4_str._2011C-3493	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	561	NA	NA	NA	NA	NA	NA	562	1038927	1133852	NA	NA	NA	NA	NA	NA	NA
1133853	"Escherichia_coli_O104:H4_str._2009EL-2071"	1133853	5389708	1133853	1038927	below_below_species	Escherichia_coli_O104:H4_str._2009EL-2071	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	561	NA	NA	NA	NA	NA	NA	562	1038927	1133853	NA	NA	NA	NA	NA	NA	NA
1133968	"Babesia_microti_strain_RI"	1133968	11149	1133968	5868	below_species	Babesia_microti_strain_RI	1	131567	2759	33630	NA	NA	NA	NA	NA	NA	NA	NA	5794	NA	NA	NA	NA	NA	422676	5863	NA	NA	NA	NA	NA	NA	32594	NA	NA	NA	NA	NA	NA	5864	NA	NA	NA	NA	NA	NA	5868	1133968	NA	NA	NA	NA	NA	NA	NA	NA
1134454	"Propionibacterium_acnes_HL096PA1"	1134454	2549775	1134454	1747	below_species	Propionibacterium_acnes_HL096PA1	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85009	NA	NA	NA	31957	NA	NA	NA	NA	NA	NA	1743	NA	NA	NA	NA	NA	NA	1747	1134454	NA	NA	NA	NA	NA	NA	NA	NA
1134456	"Vibrio_cholerae_IEC224"	1134456	4079586	1134456	127906	below_below_species	Vibrio_cholerae_IEC224	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135623	NA	NA	NA	641	NA	NA	NA	NA	NA	NA	662	NA	NA	NA	NA	NA	NA	666	127906	1134456	NA	NA	NA	NA	NA	NA	NA
1134782	"Escherichia_coli_O104:H4_str._2009EL-2050"	1134782	5438174	1134782	1038927	below_below_species	Escherichia_coli_O104:H4_str._2009EL-2050	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	561	NA	NA	NA	NA	NA	NA	562	1038927	1134782	NA	NA	NA	NA	NA	NA	NA
1136179	"Rhodococcus_erythropolis_CCM2595"	1136179	6371421	1136179	1833	below_species	Rhodococcus_erythropolis_CCM2595	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	85025	NA	NA	NA	NA	NA	NA	1827	NA	NA	NA	NA	NA	NA	1833	1136179	NA	NA	NA	NA	NA	NA	NA	NA
1137651	"Xanthomonas_citri_subsp._citri_Aw12879"	1137651	5398685	1137651	611301	below_subspecies	Xanthomonas_citri_subsp._citri_Aw12879	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135614	NA	NA	NA	32033	NA	NA	NA	NA	NA	NA	338	NA	NA	NA	643453	NA	NA	346	NA	NA	NA	611301	1137651	NA	NA	NA	NA
1138308	"Cronobacter_sakazakii_ES15"	1138308	4268675	1138308	28141	below_species	Cronobacter_sakazakii_ES15	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	413496	NA	NA	NA	NA	NA	NA	28141	1138308	NA	NA	NA	NA	NA	NA	NA	NA
1138382	"Mycobacterium_intracellulare_MOTT-02"	1138382	5409696	1138382	1767	below_species	Mycobacterium_intracellulare_MOTT-02	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	120793	NA	NA	1767	1138382	NA	NA	NA	NA	NA	NA	NA	NA
1138383	"Mycobacterium_intracellulare_MOTT-64"	1138383	5501090	1138383	1767	below_species	Mycobacterium_intracellulare_MOTT-64	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	120793	NA	NA	1767	1138383	NA	NA	NA	NA	NA	NA	NA	NA
1138871	"Mycobacterium_yongonense_05-1390"	1138871	5662088	1138871	1203599	below_species	Mycobacterium_yongonense_05-1390	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	120793	NA	NA	1203599	1138871	NA	NA	NA	NA	NA	NA	NA	NA
1138877	"Mycobacterium_tuberculosis_7199-99"	1138877	4421197	1138877	1773	below_species	Mycobacterium_tuberculosis_7199-99	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	77643	NA	NA	1773	1138877	NA	NA	NA	NA	NA	NA	NA	NA
1142394	"Phycisphaera_mikurensis_NBRC_102666"	1142394	3884382	1142394	547188	below_species	Phycisphaera_mikurensis_NBRC_102666	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	203682	NA	NA	NA	NA	NA	666505	NA	NA	NA	666506	NA	NA	NA	666507	NA	NA	NA	NA	NA	NA	666508	NA	NA	NA	NA	NA	NA	547188	1142394	NA	NA	NA	NA	NA	NA	NA	NA
1142511	"Wigglesworthia_glossinidia_endosymbiont_of_Glossina_morsitans_morsitans_(Yale_colony)"	1142511	719535	1142511	36868	below_below_species	Wigglesworthia_glossinidia_endosymbiont_of_Glossina_morsitans_morsitans_(Yale_colony)	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	51228	NA	NA	NA	NA	NA	NA	51229	36868	1142511	NA	NA	NA	NA	NA	NA	NA
1144275	"Corallococcus_coralloides_DSM_2259"	1144275	10080619	1144275	184914	below_species	Corallococcus_coralloides_DSM_2259	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	28221	NA	NA	NA	29	NA	NA	80811	31	NA	NA	NA	NA	NA	NA	83461	NA	NA	NA	NA	NA	NA	184914	1144275	NA	NA	NA	NA	NA	NA	NA	NA
1146883	"Blastococcus_saxobsidens_DD2"	1146883	4875340	1146883	138336	below_species	Blastococcus_saxobsidens_DD2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	1643682	NA	NA	NA	85030	NA	NA	NA	NA	NA	NA	38501	NA	NA	NA	NA	NA	NA	138336	1146883	NA	NA	NA	NA	NA	NA	NA	NA
1147128	"Bifidobacterium_asteroides_PRL2011"	1147128	2167304	1147128	1684	below_species	Bifidobacterium_asteroides_PRL2011	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85004	NA	NA	NA	31953	NA	NA	NA	NA	NA	NA	1678	NA	NA	NA	NA	NA	NA	1684	1147128	NA	NA	NA	NA	NA	NA	NA	NA
1147129	"Dehalobacter_sp._DCA"	1147129	3069953	1147129	56112	species	Dehalobacter_sp._DCA	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	186801	NA	NA	NA	186802	NA	NA	NA	186807	NA	NA	NA	NA	NA	NA	56112	NA	NA	NA	NA	NA	NA	1147129	NA	NA	NA	NA	NA	NA	NA	NA	NA
1147161	"Bacillus_subtilis_subsp._subtilis_6051-HGW"	1147161	4215610	1147161	535026	below_below_subspecies	Bacillus_subtilis_subsp._subtilis_6051-HGW	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186817	NA	NA	NA	NA	NA	NA	1386	NA	NA	NA	653685	NA	NA	1423	NA	NA	NA	135461	535026	1147161	NA	NA	NA
1150469	"Rhodospirillum_photometricum_DSM_122"	1150469	3876289	1150469	1084	below_species	Rhodospirillum_photometricum_DSM_122	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	204441	NA	NA	NA	41295	NA	NA	NA	NA	NA	NA	1612157	NA	NA	NA	NA	NA	NA	1084	1150469	NA	NA	NA	NA	NA	NA	NA	NA
1150475	"Bacillus_amyloliquefaciens_subsp._plantarum_UCMB5036"	1150475	3910324	1150475	492670	below_species	Bacillus_methylotrophicus_UCMB5036	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186817	NA	NA	NA	NA	NA	NA	1386	NA	NA	NA	653685	NA	NA	492670	1150475	NA	NA	NA	NA	NA	NA	NA	NA
1150476	"Bacillus_amyloliquefaciens_subsp._plantarum_UCMB5113"	1150476	3889532	1150476	492670	below_species	Bacillus_methylotrophicus_UCMB5113	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186817	NA	NA	NA	NA	NA	NA	1386	NA	NA	NA	653685	NA	NA	492670	1150476	NA	NA	NA	NA	NA	NA	NA	NA
1151116	"Rahnella_aquatilis_HX2"	1151116	5656799	1151116	34038	below_species	Rahnella_aquatilis_HX2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	34037	NA	NA	NA	NA	NA	NA	34038	1151116	NA	NA	NA	NA	NA	NA	NA	NA
1155071	"Streptococcus_mutans_LJ23"	1155071	2015626	1155071	1309	below_species	Streptococcus_mutans_LJ23	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1309	1155071	NA	NA	NA	NA	NA	NA	NA	NA
1155084	"Staphylococcus_aureus_subsp._aureus_71193"	1155084	2715000	1155084	523796	below_below_subspecies	Staphylococcus_aureus_subsp._aureus_71193	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	90964	NA	NA	NA	NA	NA	NA	1279	NA	NA	NA	NA	NA	NA	1280	NA	NA	NA	46170	523796	1155084	NA	NA	NA
1155096	"Borrelia_crocidurae_str._Achema"	1155096	1528893	1155096	29520	below_species	Borrelia_crocidurae_str._Achema	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	203691	NA	NA	NA	NA	NA	203692	NA	NA	NA	136	NA	NA	NA	1643685	NA	NA	NA	NA	NA	NA	138	NA	NA	NA	NA	NA	NA	29520	1155096	NA	NA	NA	NA	NA	NA	NA	NA
1155766	"Enterococcus_faecium_Aus0004"	1155766	3019780	1155766	1352	below_species	Enterococcus_faecium_Aus0004	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	81852	NA	NA	NA	NA	NA	NA	1350	NA	NA	NA	NA	NA	NA	1352	1155766	NA	NA	NA	NA	NA	NA	NA	NA
1155775	"Treponema_pallidum_str._Fribourg-Blanc"	1155775	1140481	1155775	160	below_species	Treponema_pallidum_str._Fribourg-Blanc	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	203691	NA	NA	NA	NA	NA	203692	NA	NA	NA	136	NA	NA	NA	137	NA	NA	NA	NA	NA	NA	157	NA	NA	NA	NA	NA	NA	160	1155775	NA	NA	NA	NA	NA	NA	NA	NA
1155777	"Bacillus_amyloliquefaciens_subsp._plantarum_YAU_B9601-Y2"	1155777	4242774	1155777	492670	below_species	Bacillus_methylotrophicus_YAU_B9601-Y2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186817	NA	NA	NA	NA	NA	NA	1386	NA	NA	NA	653685	NA	NA	492670	1155777	NA	NA	NA	NA	NA	NA	NA	NA
1156431	"Streptococcus_sp._I-G2"	1156431	1992567	1156431	1301	species	Streptococcus_sp._I-G2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1156431	NA	NA	NA	NA	NA	NA	NA	NA	NA
1156433	"Streptococcus_sp._I-P16"	1156433	2023580	1156433	1301	species	Streptococcus_sp._I-P16	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1156433	NA	NA	NA	NA	NA	NA	NA	NA	NA
1156913	"Amycolatopsis_orientalis_HCCB10007"	1156913	8982090	1156913	31958	below_species	Amycolatopsis_orientalis_HCCB10007	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85010	NA	NA	NA	2070	NA	NA	NA	NA	NA	NA	1813	NA	NA	NA	NA	NA	NA	31958	1156913	NA	NA	NA	NA	NA	NA	NA	NA
1157951	"Providencia_stuartii_MRSN_2154"	1157951	4402109	1157951	588	below_species	Providencia_stuartii_MRSN_2154	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	586	NA	NA	NA	NA	NA	NA	588	1157951	NA	NA	NA	NA	NA	NA	NA	NA
1159197	"Mycoplasma_gallisepticum_VA94_7994-1-7P"	1159197	964110	1159197	2096	below_species	Mycoplasma_gallisepticum_VA94_7994-1-7P	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	2096	1159197	NA	NA	NA	NA	NA	NA	NA	NA
